Material,Date,Cost (kg)
ABS,2021-07-19 17:15:00,$30.8
ABS,2021-07-19 17:30:00,$29.6
ABS,2021-07-19 17:45:00,$27.2
ABS,2021-07-19 18:00:00,$20.0
ABS,2021-07-19 18:15:00,$32.0
ABS,2021-07-19 18:30:00,$36.2
PLA,2021-07-19 18:45:00,$15.0
ABS,2021-07-19 19:00:00,$20.4
ABS,2021-07-19 19:15:00,$23.8
PLA,2021-07-19 19:30:00,$16.6
PLA,2021-07-19 19:45:00,$7.4
PLA,2021-07-19 20:00:00,$7.2
ABS,2021-07-21 10:30:00,$21.8
ABS,2021-07-21 10:45:00,$20.4
ABS,2021-07-21 11:00:00,$24.0
ABS,2021-07-21 11:15:00,$25.4
ABS,2021-07-21 11:30:00,$17.4
ABS,2021-07-21 11:45:00,$23.6
ABS,2021-07-21 12:00:00,$19.8
PLA,2021-07-21 12:15:00,$11.4
ABS,2021-07-21 12:30:00,$23.4
ABS,2021-07-21 12:45:00,$29.2
ABS,2021-07-21 13:00:00,$34.4
ABS,2021-07-21 13:15:00,$28.2
ABS,2021-07-21 13:30:00,$23.0
ABS,2021-07-21 13:45:00,$41.8
ABS,2021-07-21 14:00:00,$24.8
ABS,2021-07-21 14:15:00,$23.0
ABS,2021-07-21 14:30:00,$19.2
ABS,2021-07-21 14:45:00,$26.0
ABS,2021-07-21 15:00:00,$19.8
ABS,2021-07-21 15:15:00,$25.6
ABS,2021-07-21 15:30:00,$20.8
ABS,2021-07-21 15:45:00,$28.2
ABS,2021-07-21 16:00:00,$23.4
ABS,2021-07-21 16:15:00,$29.8
ABS,2021-07-21 16:30:00,$28.2
ABS,2021-07-21 16:45:00,$24.2
ABS,2021-07-21 17:00:00,$20.2
ABS,2021-07-21 17:15:00,$19.0
PLA,2021-07-21 17:30:00,$15.0
PLA,2021-07-21 17:45:00,$14.2
ABS,2021-07-21 18:00:00,$18.2
ABS,2021-07-21 18:15:00,$19.4
ABS,2021-07-21 18:30:00,$35.6
ABS,2021-07-21 18:45:00,$37.6
PLA,2021-07-21 19:00:00,$14.8
ABS,2021-07-21 19:15:00,$25.8
PLA,2021-07-21 19:30:00,$11.6
PLA,2021-07-21 19:45:00,$0.6
PLA,2021-07-22 10:00:00,$5.6
PLA,2021-07-22 10:15:00,$11.4
ABS,2021-07-22 10:30:00,$23.4
PLA,2021-07-22 10:45:00,$14.4
PLA,2021-07-22 11:00:00,$12.0
ABS,2021-07-22 11:15:00,$20.8
ABS,2021-07-22 11:30:00,$25.0
ABS,2021-07-22 11:45:00,$17.6
PLA,2021-07-22 12:00:00,$12.6
ABS,2021-07-22 12:15:00,$18.2
PLA,2021-07-22 12:30:00,$8.8
ABS,2021-07-22 12:45:00,$20.8
PETG,2021-07-22 13:00:00,$17.0
PLA,2021-07-22 13:15:00,$9.2
ABS,2021-07-22 13:30:00,$28.8
ABS,2021-07-22 13:45:00,$20.8
PLA,2021-07-22 14:00:00,$15.6
ABS,2021-07-22 14:15:00,$20.0
ABS,2021-07-22 14:30:00,$19.4
PLA,2021-07-22 14:45:00,$16.0
ABS,2021-07-22 15:00:00,$18.4
ABS,2021-07-22 15:15:00,$18.4
PLA,2021-07-22 15:30:00,$8.8
ABS,2021-07-22 15:45:00,$19.2
PLA,2021-07-22 16:00:00,$13.4
PLA,2021-07-22 16:15:00,$12.2
PLA,2021-07-22 16:30:00,$16.8
PLA,2021-07-22 16:45:00,$13.2
PLA,2021-07-22 17:00:00,$14.2
ABS,2021-07-22 17:15:00,$21.2
ABS,2021-07-22 17:30:00,$22.4
ABS,2021-07-22 17:45:00,$23.4
ABS,2021-07-22 18:00:00,$34.4
ABS,2021-07-22 18:15:00,$19.4
ABS,2021-07-22 18:30:00,$20.4
PLA,2021-07-22 18:45:00,$11.6
ABS,2021-07-22 19:00:00,$20.4
ABS,2021-07-22 19:15:00,$24.2
PLA,2021-07-22 19:30:00,$10.6
PLA,2021-07-22 19:45:00,$7.6
PLA,2021-07-23 09:45:00,$5.8
PLA,2021-07-23 10:00:00,$15.6
ABS,2021-07-23 10:15:00,$19.0
ABS,2021-07-23 10:30:00,$25.6
ABS,2021-07-23 10:45:00,$20.2
PLA,2021-07-23 11:00:00,$11.8
ABS,2021-07-23 11:15:00,$17.2
PLA,2021-07-23 11:30:00,$16.4
PLA,2021-07-23 11:45:00,$13.4
ABS,2021-07-23 12:00:00,$21.0
PLA,2021-07-23 12:15:00,$9.0
ABS,2021-07-23 12:30:00,$20.8
PLA,2021-07-23 12:45:00,$14.6
ABS,2021-07-23 13:00:00,$26.6
ABS,2021-07-23 13:15:00,$23.2
ABS,2021-07-23 13:30:00,$19.6
PLA,2021-07-23 13:45:00,$7.0
PLA,2021-07-23 14:00:00,$11.0
PLA,2021-07-23 14:15:00,$8.8
PLA,2021-07-23 14:30:00,$10.0
ABS,2021-07-23 14:45:00,$22.0
PLA,2021-07-23 15:00:00,$16.4
ABS,2021-07-23 15:15:00,$19.8
PLA,2021-07-23 15:30:00,$13.4
ABS,2021-07-23 15:45:00,$18.2
PLA,2021-07-23 16:00:00,$15.0
PLA,2021-07-23 16:15:00,$15.6
PLA,2021-07-23 16:30:00,$14.0
ABS,2021-07-23 16:45:00,$24.4
ABS,2021-07-23 17:00:00,$26.0
PLA,2021-07-23 17:15:00,$16.2
ABS,2021-07-23 17:30:00,$29.0
ABS,2021-07-23 17:45:00,$23.4
ABS,2021-07-23 18:00:00,$24.2
ABS,2021-07-23 18:15:00,$31.8
ABS,2021-07-23 18:30:00,$28.0
ABS,2021-07-23 18:45:00,$27.8
ABS,2021-07-23 19:00:00,$24.2
PLA,2021-07-23 19:15:00,$6.8
PLA,2021-07-23 19:30:00,$15.6
PLA,2021-07-23 19:45:00,$4.6
PLA,2021-07-24 10:00:00,$15.4
PLA,2021-07-24 10:15:00,$6.6
PLA,2021-07-24 10:30:00,$12.0
PLA,2021-07-24 10:45:00,$12.4
PETG,2021-07-24 11:00:00,$17.0
PLA,2021-07-24 11:15:00,$14.6
ABS,2021-07-24 11:30:00,$21.4
ABS,2021-07-24 11:45:00,$21.6
PLA,2021-07-24 12:00:00,$9.4
ABS,2021-07-24 12:15:00,$17.4
ABS,2021-07-24 12:30:00,$26.6
ABS,2021-07-24 12:45:00,$20.6
ABS,2021-07-24 13:00:00,$17.8
PLA,2021-07-24 13:15:00,$12.2
ABS,2021-07-24 13:30:00,$18.0
PLA,2021-07-24 13:45:00,$9.2
ABS,2021-07-24 14:00:00,$21.6
PLA,2021-07-24 14:15:00,$13.6
ABS,2021-07-24 14:30:00,$21.0
PLA,2021-07-24 14:45:00,$14.0
ABS,2021-07-24 15:00:00,$21.2
PLA,2021-07-24 15:15:00,$12.2
ABS,2021-07-24 15:30:00,$28.0
ABS,2021-07-24 15:45:00,$18.4
ABS,2021-07-24 16:00:00,$19.0
ABS,2021-07-24 16:15:00,$22.0
PLA,2021-07-24 16:30:00,$13.8
PLA,2021-07-24 16:45:00,$14.0
ABS,2021-07-24 17:00:00,$37.0
ABS,2021-07-24 17:15:00,$23.6
ABS,2021-07-24 17:30:00,$25.4
ABS,2021-07-24 17:45:00,$28.0
PLA,2021-07-24 18:00:00,$11.8
ABS,2021-07-24 18:15:00,$30.6
ABS,2021-07-24 18:30:00,$34.6
ABS,2021-07-24 18:45:00,$21.2
ABS,2021-07-24 19:00:00,$26.2
ABS,2021-07-24 19:15:00,$25.6
ABS,2021-07-24 19:30:00,$24.4
PLA,2021-07-24 19:45:00,$2.2
PLA,2021-07-25 09:45:00,$10.8
ABS,2021-07-25 10:00:00,$25.6
ABS,2021-07-25 10:15:00,$21.6
ABS,2021-07-25 10:30:00,$21.2
ABS,2021-07-25 10:45:00,$19.8
PLA,2021-07-25 11:00:00,$16.8
ABS,2021-07-25 11:15:00,$21.4
ABS,2021-07-25 11:30:00,$23.6
ABS,2021-07-25 11:45:00,$18.6
ABS,2021-07-25 12:00:00,$24.2
ABS,2021-07-25 12:15:00,$19.6
ABS,2021-07-25 12:30:00,$21.6
ABS,2021-07-25 12:45:00,$19.8
ABS,2021-07-25 13:00:00,$22.8
ABS,2021-07-25 13:15:00,$18.0
ABS,2021-07-25 13:30:00,$25.8
ABS,2021-07-25 13:45:00,$17.4
ABS,2021-07-25 14:00:00,$20.4
ABS,2021-07-25 14:15:00,$24.0
ABS,2021-07-25 14:30:00,$22.0
ABS,2021-07-25 14:45:00,$33.2
ABS,2021-07-25 15:00:00,$21.8
ABS,2021-07-25 15:15:00,$21.8
PLA,2021-07-25 15:30:00,$14.0
ABS,2021-07-25 15:45:00,$26.4
PLA,2021-07-25 16:00:00,$11.4
ABS,2021-07-25 16:15:00,$28.0
ABS,2021-07-25 16:30:00,$27.4
ABS,2021-07-25 16:45:00,$19.6
ABS,2021-07-25 17:00:00,$23.8
ABS,2021-07-25 17:15:00,$26.0
ABS,2021-07-25 17:30:00,$38.2
ABS,2021-07-25 17:45:00,$28.6
ABS,2021-07-25 18:00:00,$26.4
ABS,2021-07-25 18:15:00,$31.8
ABS,2021-07-25 18:30:00,$36.8
ABS,2021-07-25 18:45:00,$20.2
ABS,2021-07-25 19:00:00,$23.8
PLA,2021-07-25 19:15:00,$12.4
ABS,2021-07-25 19:30:00,$19.6
PLA,2021-07-25 19:45:00,$1.6
ABS,2021-07-26 09:45:00,$18.8
ABS,2021-07-26 10:00:00,$24.4
ABS,2021-07-26 10:15:00,$25.8
ABS,2021-07-26 10:30:00,$20.4
ABS,2021-07-26 10:45:00,$25.8
ABS,2021-07-26 11:00:00,$29.4
ABS,2021-07-26 11:15:00,$19.2
ABS,2021-07-26 11:30:00,$27.4
ABS,2021-07-26 11:45:00,$29.4
ABS,2021-07-26 12:00:00,$19.0
ABS,2021-07-26 12:15:00,$49.2
ABS,2021-07-26 12:30:00,$27.2
ABS,2021-07-26 12:45:00,$29.8
ABS,2021-07-26 13:00:00,$24.2
ABS,2021-07-26 13:15:00,$20.0
PLA,2021-07-26 13:30:00,$12.4
ABS,2021-07-26 13:45:00,$26.2
ABS,2021-07-26 14:00:00,$24.0
ABS,2021-07-26 14:15:00,$19.4
ABS,2021-07-26 14:30:00,$34.2
ABS,2021-07-26 14:45:00,$28.0
ABS,2021-07-26 15:00:00,$24.6
ABS,2021-07-26 15:15:00,$35.8
ABS,2021-07-26 15:30:00,$32.8
ABS,2021-07-26 15:45:00,$29.4
ABS,2021-07-26 16:00:00,$28.2
ABS,2021-07-26 16:15:00,$31.0
ABS,2021-07-26 16:30:00,$26.2
ABS,2021-07-26 16:45:00,$26.4
ABS,2021-07-26 17:00:00,$25.8
ABS,2021-07-26 17:15:00,$34.2
ABS,2021-07-26 17:30:00,$26.0
ABS,2021-07-26 17:45:00,$36.6
ABS,2021-07-26 18:00:00,$24.4
ABS,2021-07-26 18:15:00,$25.2
ABS,2021-07-26 18:30:00,$26.4
ABS,2021-07-26 18:45:00,$40.8
ABS,2021-07-26 19:00:00,$21.0
ABS,2021-07-26 19:15:00,$23.0
PLA,2021-07-26 19:30:00,$12.4
PLA,2021-07-28 09:45:00,$10.8
PLA,2021-07-28 10:00:00,$12.2
PLA,2021-07-28 10:15:00,$11.4
PLA,2021-07-28 10:30:00,$14.0
PLA,2021-07-28 10:45:00,$12.8
ABS,2021-07-28 11:00:00,$33.0
PETG,2021-07-28 11:15:00,$17.0
PLA,2021-07-28 11:30:00,$15.6
ABS,2021-07-28 11:45:00,$17.4
ABS,2021-07-28 12:00:00,$24.0
ABS,2021-07-28 12:15:00,$22.8
ABS,2021-07-28 12:30:00,$34.6
ABS,2021-07-28 12:45:00,$32.0
ABS,2021-07-28 13:00:00,$18.4
ABS,2021-07-28 13:15:00,$21.6
ABS,2021-07-28 13:30:00,$18.0
ABS,2021-07-28 13:45:00,$21.2
PLA,2021-07-28 14:00:00,$11.0
ABS,2021-07-28 14:15:00,$35.0
PLA,2021-07-28 14:30:00,$16.0
ABS,2021-07-28 14:45:00,$23.4
ABS,2021-07-28 15:00:00,$32.2
PLA,2021-07-28 15:15:00,$15.6
ABS,2021-07-28 15:30:00,$17.8
ABS,2021-07-28 15:45:00,$20.2
ABS,2021-07-28 16:00:00,$23.4
ABS,2021-07-28 16:15:00,$42.4
ABS,2021-07-28 16:30:00,$26.2
ABS,2021-07-28 16:45:00,$28.0
ABS,2021-07-28 17:00:00,$33.6
PLA,2021-07-28 17:15:00,$9.0
ABS,2021-07-28 17:30:00,$24.4
ABS,2021-07-28 17:45:00,$23.4
ABS,2021-07-28 18:00:00,$37.8
PETG,2021-07-28 18:15:00,$17.0
ABS,2021-07-28 18:30:00,$24.0
ABS,2021-07-28 18:45:00,$35.4
ABS,2021-07-28 19:00:00,$19.2
ABS,2021-07-28 19:15:00,$23.8
PETG,2021-07-28 19:30:00,$17.0
PLA,2021-07-29 09:45:00,$0.6
PLA,2021-07-29 10:00:00,$7.8
PLA,2021-07-29 10:15:00,$8.4
PLA,2021-07-29 10:30:00,$15.4
PLA,2021-07-29 10:45:00,$12.2
PLA,2021-07-29 11:00:00,$16.8
ABS,2021-07-29 11:15:00,$28.8
PLA,2021-07-29 11:30:00,$5.6
PLA,2021-07-29 11:45:00,$14.2
ABS,2021-07-29 12:00:00,$19.8
PLA,2021-07-29 12:15:00,$7.8
ABS,2021-07-29 12:30:00,$19.6
PLA,2021-07-29 12:45:00,$10.4
ABS,2021-07-29 13:00:00,$19.4
ABS,2021-07-29 13:15:00,$28.8
ABS,2021-07-29 13:30:00,$18.2
PLA,2021-07-29 13:45:00,$14.8
PLA,2021-07-29 14:00:00,$14.4
ABS,2021-07-29 14:15:00,$20.8
ABS,2021-07-29 14:30:00,$17.6
PLA,2021-07-29 14:45:00,$14.2
PLA,2021-07-29 15:00:00,$14.0
PLA,2021-07-29 15:15:00,$9.8
ABS,2021-07-29 15:30:00,$18.0
ABS,2021-07-29 15:45:00,$28.2
ABS,2021-07-29 16:00:00,$25.2
ABS,2021-07-29 16:15:00,$19.4
ABS,2021-07-29 16:30:00,$20.8
ABS,2021-07-29 16:45:00,$26.0
ABS,2021-07-29 17:00:00,$31.6
ABS,2021-07-29 17:15:00,$18.6
PLA,2021-07-29 17:30:00,$16.0
PLA,2021-07-29 17:45:00,$14.8
ABS,2021-07-29 18:00:00,$22.4
ABS,2021-07-29 18:15:00,$26.6
PLA,2021-07-29 18:30:00,$13.2
PLA,2021-07-29 18:45:00,$16.2
ABS,2021-07-29 19:00:00,$25.0
ABS,2021-07-29 19:15:00,$17.2
PLA,2021-07-29 19:30:00,$15.8
PLA,2021-07-29 19:45:00,$8.2
PLA,2021-07-29 20:00:00,$14.6
PLA,2021-07-29 20:15:00,$14.4
ABS,2021-07-29 20:30:00,$17.4
PLA,2021-07-30 10:00:00,$14.8
PLA,2021-07-30 10:15:00,$8.8
ABS,2021-07-30 10:30:00,$21.0
PLA,2021-07-30 10:45:00,$14.2
PLA,2021-07-30 11:00:00,$14.0
ABS,2021-07-30 11:15:00,$22.6
ABS,2021-07-30 11:30:00,$25.0
PLA,2021-07-30 11:45:00,$14.2
ABS,2021-07-30 12:00:00,$28.4
ABS,2021-07-30 12:15:00,$25.8
ABS,2021-07-30 12:30:00,$25.0
PLA,2021-07-30 12:45:00,$9.2
ABS,2021-07-30 13:00:00,$22.0
ABS,2021-07-30 13:15:00,$20.8
PLA,2021-07-30 13:30:00,$16.4
ABS,2021-07-30 13:45:00,$18.6
ABS,2021-07-30 14:00:00,$22.2
ABS,2021-07-30 14:15:00,$28.8
PLA,2021-07-30 14:30:00,$16.6
PLA,2021-07-30 14:45:00,$13.6
PLA,2021-07-30 15:00:00,$8.0
ABS,2021-07-30 15:15:00,$18.0
PLA,2021-07-30 15:30:00,$16.4
ABS,2021-07-30 15:45:00,$17.2
PLA,2021-07-30 16:00:00,$11.2
ABS,2021-07-30 16:15:00,$30.4
ABS,2021-07-30 16:30:00,$31.0
ABS,2021-07-30 16:45:00,$17.4
ABS,2021-07-30 17:00:00,$26.0
ABS,2021-07-30 17:15:00,$33.2
ABS,2021-07-30 17:30:00,$26.0
PLA,2021-07-30 17:45:00,$12.2
PLA,2021-07-30 18:00:00,$15.6
PLA,2021-07-30 18:15:00,$16.0
ABS,2021-07-30 18:30:00,$20.0
ABS,2021-07-30 18:45:00,$26.0
PLA,2021-07-30 19:00:00,$13.6
ABS,2021-07-30 19:15:00,$25.4
ABS,2021-07-30 19:30:00,$22.4
ABS,2021-07-30 19:45:00,$23.4
PLA,2021-07-30 20:00:00,$13.8
PLA,2021-07-30 20:15:00,$6.0
PLA,2021-07-31 10:00:00,$5.2
PLA,2021-07-31 10:15:00,$15.6
ABS,2021-07-31 10:30:00,$20.6
ABS,2021-07-31 10:45:00,$22.8
PLA,2021-07-31 11:00:00,$14.2
ABS,2021-07-31 11:15:00,$18.6
ABS,2021-07-31 11:30:00,$18.6
ABS,2021-07-31 11:45:00,$23.8
PLA,2021-07-31 12:00:00,$16.2
ABS,2021-07-31 12:15:00,$18.2
ABS,2021-07-31 12:30:00,$27.4
PLA,2021-07-31 12:45:00,$13.0
ABS,2021-07-31 13:00:00,$36.6
ABS,2021-07-31 13:15:00,$25.2
PLA,2021-07-31 13:30:00,$12.4
ABS,2021-07-31 13:45:00,$23.6
ABS,2021-07-31 14:00:00,$31.0
PETG,2021-07-31 14:15:00,$17.0
ABS,2021-07-31 14:30:00,$24.2
ABS,2021-07-31 14:45:00,$29.2
ABS,2021-07-31 15:00:00,$17.6
ABS,2021-07-31 15:15:00,$25.6
PLA,2021-07-31 15:30:00,$11.4
PLA,2021-07-31 15:45:00,$13.0
ABS,2021-07-31 16:00:00,$29.2
ABS,2021-07-31 16:15:00,$25.8
ABS,2021-07-31 16:30:00,$27.4
ABS,2021-07-31 16:45:00,$17.4
PETG,2021-07-31 17:00:00,$17.0
ABS,2021-07-31 17:15:00,$30.6
ABS,2021-07-31 17:30:00,$30.4
PLA,2021-07-31 17:45:00,$15.4
ABS,2021-07-31 18:00:00,$18.0
ABS,2021-07-31 18:15:00,$22.8
ABS,2021-07-31 18:30:00,$25.4
ABS,2021-07-31 18:45:00,$33.2
ABS,2021-07-31 19:00:00,$23.6
PLA,2021-07-31 19:15:00,$15.8
PLA,2021-07-31 19:30:00,$7.0
PLA,2021-07-31 19:45:00,$12.2
ABS,2021-07-31 20:00:00,$24.0
PLA,2021-07-31 20:15:00,$7.6
PLA,2021-08-01 09:45:00,$2.4
PLA,2021-08-01 10:00:00,$15.8
PLA,2021-08-01 10:15:00,$8.8
PLA,2021-08-01 10:30:00,$7.8
ABS,2021-08-01 10:45:00,$29.6
ABS,2021-08-01 11:00:00,$22.8
ABS,2021-08-01 11:15:00,$25.6
ABS,2021-08-01 11:30:00,$17.4
ABS,2021-08-01 11:45:00,$18.8
ABS,2021-08-01 12:00:00,$30.2
ABS,2021-08-01 12:15:00,$19.0
ABS,2021-08-01 12:30:00,$29.6
ABS,2021-08-01 12:45:00,$24.2
ABS,2021-08-01 13:00:00,$21.2
ABS,2021-08-01 13:15:00,$23.0
ABS,2021-08-01 13:30:00,$22.8
ABS,2021-08-01 13:45:00,$25.2
ABS,2021-08-01 14:00:00,$25.4
ABS,2021-08-01 14:15:00,$21.2
PLA,2021-08-01 14:30:00,$10.2
ABS,2021-08-01 14:45:00,$20.8
ABS,2021-08-01 15:00:00,$17.6
ABS,2021-08-01 15:15:00,$17.8
PLA,2021-08-01 15:30:00,$14.6
ABS,2021-08-01 15:45:00,$18.4
ABS,2021-08-01 16:00:00,$28.6
ABS,2021-08-01 16:15:00,$22.4
ABS,2021-08-01 16:30:00,$28.0
ABS,2021-08-01 16:45:00,$34.4
PLA,2021-08-01 17:00:00,$11.8
ABS,2021-08-01 17:15:00,$25.6
ABS,2021-08-01 17:30:00,$36.0
ABS,2021-08-01 17:45:00,$25.2
ABS,2021-08-01 18:00:00,$18.8
ABS,2021-08-01 18:15:00,$40.0
ABS,2021-08-01 18:30:00,$20.4
PLA,2021-08-01 18:45:00,$14.8
PLA,2021-08-01 19:00:00,$16.6
ABS,2021-08-01 19:15:00,$18.8
ABS,2021-08-01 19:30:00,$28.2
ABS,2021-08-01 19:45:00,$17.4
ABS,2021-08-01 20:00:00,$23.2
PLA,2021-08-02 09:30:00,$3.8
ABS,2021-08-02 09:45:00,$28.0
ABS,2021-08-02 10:00:00,$23.8
ABS,2021-08-02 10:15:00,$27.8
ABS,2021-08-02 10:30:00,$33.4
ABS,2021-08-02 10:45:00,$27.8
ABS,2021-08-02 11:00:00,$28.8
ABS,2021-08-02 11:15:00,$18.6
ABS,2021-08-02 11:30:00,$22.0
ABS,2021-08-02 11:45:00,$35.4
ABS,2021-08-02 12:00:00,$23.0
ABS,2021-08-02 12:15:00,$25.6
ABS,2021-08-02 12:30:00,$24.2
ABS,2021-08-02 12:45:00,$34.6
ABS,2021-08-02 13:00:00,$28.0
ABS,2021-08-02 13:15:00,$27.4
ABS,2021-08-02 13:30:00,$22.0
ABS,2021-08-02 13:45:00,$25.6
ABS,2021-08-02 14:00:00,$41.8
ABS,2021-08-02 14:15:00,$34.2
ABS,2021-08-02 14:30:00,$20.4
ABS,2021-08-02 14:45:00,$20.8
ABS,2021-08-02 15:00:00,$32.8
ABS,2021-08-02 15:15:00,$40.6
ABS,2021-08-02 15:30:00,$22.6
ABS,2021-08-02 15:45:00,$27.4
PLA,2021-08-02 16:00:00,$12.6
ABS,2021-08-02 16:15:00,$26.0
PLA,2021-08-02 16:30:00,$11.8
ABS,2021-08-02 16:45:00,$29.4
ABS,2021-08-02 17:00:00,$37.6
ABS,2021-08-02 17:15:00,$29.4
ABS,2021-08-02 17:30:00,$18.4
PLA,2021-08-02 17:45:00,$11.6
PLA,2021-08-02 18:00:00,$11.6
ABS,2021-08-02 18:15:00,$28.2
PLA,2021-08-02 18:30:00,$15.0
ABS,2021-08-02 18:45:00,$22.6
ABS,2021-08-02 19:00:00,$17.2
PLA,2021-08-02 19:15:00,$13.4
PLA,2021-08-02 19:30:00,$16.4
ABS,2021-08-02 19:45:00,$18.8
ABS,2021-08-02 20:00:00,$26.0
PLA,2021-08-02 20:15:00,$9.8
PLA,2021-08-04 09:45:00,$0.4
PLA,2021-08-04 10:00:00,$15.2
PLA,2021-08-04 10:15:00,$12.4
PLA,2021-08-04 10:30:00,$9.8
PLA,2021-08-04 10:45:00,$15.2
PLA,2021-08-04 11:00:00,$12.8
ABS,2021-08-04 11:15:00,$17.4
ABS,2021-08-04 11:30:00,$20.2
ABS,2021-08-04 11:45:00,$20.0
ABS,2021-08-04 12:00:00,$24.8
ABS,2021-08-04 12:15:00,$18.6
ABS,2021-08-04 12:30:00,$28.6
ABS,2021-08-04 12:45:00,$24.8
ABS,2021-08-04 13:00:00,$25.6
ABS,2021-08-04 13:15:00,$18.0
ABS,2021-08-04 13:30:00,$19.8
ABS,2021-08-04 13:45:00,$26.6
PLA,2021-08-04 14:00:00,$14.6
PLA,2021-08-04 14:15:00,$11.6
ABS,2021-08-04 14:30:00,$33.2
ABS,2021-08-04 14:45:00,$25.0
ABS,2021-08-04 15:00:00,$22.6
ABS,2021-08-04 15:15:00,$21.4
ABS,2021-08-04 15:30:00,$34.8
ABS,2021-08-04 15:45:00,$26.0
ABS,2021-08-04 16:00:00,$37.4
PLA,2021-08-04 16:15:00,$12.0
ABS,2021-08-04 16:30:00,$23.8
PLA,2021-08-04 16:45:00,$16.8
ABS,2021-08-04 17:00:00,$26.0
ABS,2021-08-04 17:15:00,$28.8
ABS,2021-08-04 17:30:00,$29.8
ABS,2021-08-04 17:45:00,$31.4
ABS,2021-08-04 18:00:00,$29.6
ABS,2021-08-04 18:15:00,$30.4
ABS,2021-08-04 18:30:00,$25.8
ABS,2021-08-04 18:45:00,$31.4
ABS,2021-08-04 19:00:00,$21.8
ABS,2021-08-04 19:15:00,$21.0
PLA,2021-08-04 19:30:00,$16.4
PLA,2021-08-04 19:45:00,$2.2
PLA,2021-08-05 09:15:00,$12.0
PLA,2021-08-05 09:30:00,$3.6
PLA,2021-08-05 09:45:00,$7.6
PLA,2021-08-05 10:00:00,$9.0
PLA,2021-08-05 10:15:00,$14.2
ABS,2021-08-05 10:30:00,$19.6
PLA,2021-08-05 10:45:00,$9.6
PLA,2021-08-05 11:00:00,$15.6
ABS,2021-08-05 11:15:00,$22.6
ABS,2021-08-05 11:30:00,$18.2
ABS,2021-08-05 11:45:00,$26.0
ABS,2021-08-05 12:00:00,$23.6
ABS,2021-08-05 12:15:00,$36.8
ABS,2021-08-05 12:30:00,$28.4
ABS,2021-08-05 12:45:00,$22.0
ABS,2021-08-05 13:00:00,$23.2
ABS,2021-08-05 13:15:00,$17.2
PETG,2021-08-05 13:30:00,$17.0
ABS,2021-08-05 13:45:00,$18.6
PLA,2021-08-05 14:00:00,$8.4
PLA,2021-08-05 14:15:00,$11.0
ABS,2021-08-05 14:30:00,$23.0
PLA,2021-08-05 14:45:00,$14.6
ABS,2021-08-05 15:00:00,$20.0
ABS,2021-08-05 15:15:00,$23.8
PLA,2021-08-05 15:30:00,$15.8
ABS,2021-08-05 15:45:00,$22.2
ABS,2021-08-05 16:00:00,$18.6
ABS,2021-08-05 16:15:00,$19.8
PLA,2021-08-05 16:30:00,$14.6
ABS,2021-08-05 16:45:00,$33.2
PLA,2021-08-05 17:00:00,$10.0
ABS,2021-08-05 17:15:00,$32.0
PLA,2021-08-05 17:30:00,$10.2
ABS,2021-08-05 17:45:00,$30.8
ABS,2021-08-05 18:00:00,$18.0
ABS,2021-08-05 18:15:00,$25.0
ABS,2021-08-05 18:30:00,$30.4
ABS,2021-08-05 18:45:00,$27.4
PLA,2021-08-05 19:00:00,$9.0
PLA,2021-08-05 19:15:00,$12.6
PLA,2021-08-05 19:30:00,$9.0
PLA,2021-08-05 19:45:00,$4.4
PLA,2021-08-06 09:45:00,$3.0
ABS,2021-08-06 10:00:00,$17.4
PLA,2021-08-06 10:15:00,$16.2
PLA,2021-08-06 10:30:00,$14.8
ABS,2021-08-06 10:45:00,$18.2
ABS,2021-08-06 11:00:00,$26.8
ABS,2021-08-06 11:15:00,$21.6
ABS,2021-08-06 11:30:00,$31.6
PLA,2021-08-06 11:45:00,$13.8
ABS,2021-08-06 12:00:00,$23.0
ABS,2021-08-06 12:15:00,$28.8
ABS,2021-08-06 12:30:00,$19.8
ABS,2021-08-06 12:45:00,$22.6
ABS,2021-08-06 13:00:00,$17.2
ABS,2021-08-06 13:15:00,$27.4
ABS,2021-08-06 13:30:00,$22.2
PLA,2021-08-06 13:45:00,$13.0
PLA,2021-08-06 14:00:00,$12.8
ABS,2021-08-06 14:15:00,$28.4
PLA,2021-08-06 14:30:00,$14.2
PLA,2021-08-06 14:45:00,$16.4
ABS,2021-08-06 15:00:00,$18.2
PLA,2021-08-06 15:15:00,$16.2
PLA,2021-08-06 15:30:00,$9.6
ABS,2021-08-06 15:45:00,$29.6
ABS,2021-08-06 16:00:00,$17.8
ABS,2021-08-06 16:15:00,$17.4
ABS,2021-08-06 16:30:00,$21.2
ABS,2021-08-06 16:45:00,$24.6
PLA,2021-08-06 17:00:00,$13.8
ABS,2021-08-06 17:15:00,$33.6
ABS,2021-08-06 17:30:00,$17.8
ABS,2021-08-06 17:45:00,$21.4
ABS,2021-08-06 18:00:00,$26.2
ABS,2021-08-06 18:15:00,$28.6
ABS,2021-08-06 18:30:00,$31.0
ABS,2021-08-06 18:45:00,$27.8
ABS,2021-08-06 19:00:00,$35.4
ABS,2021-08-06 19:15:00,$23.0
ABS,2021-08-06 19:30:00,$27.2
PLA,2021-08-07 10:00:00,$8.0
PLA,2021-08-07 10:15:00,$13.6
ABS,2021-08-07 10:30:00,$17.8
PLA,2021-08-07 10:45:00,$11.2
ABS,2021-08-07 11:00:00,$17.2
